respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.1375092921924829,0.2454754161996104
26708,0.047703204219618656,0.07826683237258608
26709,0.45999029904449446,0.7633922111389027
26710,0.5113002599367612,0.8426611093445328
26711,0.21596094964925494,0.4134071385150563
26712,0.5122823685388068,0.8319462728483272
26713,0.43436173303144493,0.5873428559668386
26714,0.11751412297483983,0.1780368481491239
26715,0.03938952727981137,0.14742494291473035
26716,0.10712929378573208,0.7530882064134701
26717,0.05891100549218756,0.4850794120383547
26718,0.22458580749716797,0.4687472942992787
26719,0.13296434977604482,0.8262372598638233
26720,0.07197079896315853,0.28003499918724295
26721,0.5011369294305346,0.5497966703162915
26722,0.06480906074865003,0.1573885713913666
26723,0.6413854729244582,0.8719279212539499
26724,0.0861150200782442,0.7114305345248542
26725,0.06175702226483799,0.12764355697042926
26726,0.08412438789058096,0.1071753520425159
26727,0.2781471700908641,0.7701794295990129
26728,0.18453958927695954,0.435099325258663
26729,0.07543706786052197,0.2536384876914382
26730,0.07249562213470159,0.19379619230130812
26731,0.047394283975224195,0.25599997371279165
26732,0.1759308068194803,0.27481139342385963
26733,0.8118450547255464,0.9148175447268848
26734,0.5895665097905674,0.4450503155538027
26735,0.0939855342671752,0.3235235118100446
26736,0.07440789592952662,0.16371253520100787
26737,0.03958274333788418,0.15433275614207162
26738,0.6011235005683055,0.783722890480493
26739,0.07244761242729864,0.19183680337503173
26740,0.14155169154054878,0.14407351062309928
26741,0.23225459333952225,0.86873063617689
26742,0.07902576512102903,0.2973881673909991
26743,0.06223018413651451,0.33912803391488794
26744,0.08912078098726872,0.6287531662425652
26745,0.19244482021286724,0.8388969055962584
26746,0.14345977075736302,0.26457078532624395
26747,0.08753978991897875,0.20926447478526883
26748,0.13845909973589818,0.14299155183092832
26749,0.09981748690558627,0.5404399196665779
26750,0.6022283070299458,0.8687358396826991
26751,0.3414632751045628,0.6408973588771132
26752,0.05718462382063449,0.14396248551424
26753,0.12964962183954493,0.5029494289083694
26754,0.14564032291455434,0.3953089983394781
26755,0.10983671262518058,0.4093526503018059
26756,0.03587744642209325,0.05804884809317824
26757,0.4365942775545011,0.6249718434770489
26758,0.41410337089669946,0.7652941799247881
26759,0.04557480485358642,0.16111872967645763
26760,0.043115395182255295,0.12422396658163325
26761,0.37377244919509744,0.6809812302407995
26762,0.1663450589442791,0.6406021038728104
26763,0.6790133765968366,0.9015678562443562
26764,0.7997241400401081,0.908869458595888
26765,0.1712737325301117,0.5853336591248842
26766,0.1645436781780285,0.2000786381438534
26767,0.7392728457304396,0.6626640636889264
26768,0.09820206119743255,0.4130684076302137
26769,0.14009966189657722,0.2658718400027254
26770,0.168784526619065,0.6086386949017262
26771,0.05934726616189427,0.2622268579853818
26772,0.07545748871665747,0.4046474665444981
26773,0.07000940283896058,0.324717254542702
26774,0.08752746651236044,0.41666873552189726
26775,0.09391889537720606,0.4493980565200104
26776,0.3624684024587167,0.4752242499296716
26777,0.1125127617478807,0.749773274617026
26778,0.1592962760391166,0.16538651692589199
26779,0.11299290727558722,0.5853322232664738
26780,0.2706773631729588,0.8848255381350524
26781,0.1666795022651853,0.41026496616011865
26782,0.06198810432343781,0.2539498342323187
26783,0.07527763475257004,0.2400603822748633
26784,0.31146485578137356,0.7337893851823944
26785,0.49215747390349796,0.6052959158483687
26786,0.14084351706980813,0.25789474657858036
26787,0.0935767974035869,0.609955430742628
26788,0.12508347236107598,0.8521648128711853
26789,0.05161541973949147,0.2967933210072888
26790,0.06870244811377062,0.20771391967349925
26791,0.06828007471429175,0.16943212362053947
26792,0.20783814216954777,0.6511193969893753
26793,0.15812245032666936,0.8957117685260146
26794,0.7539754008894684,0.8682558690398539
26795,0.09708544829396223,0.7775066577970992
26796,0.03788179060878438,0.10089307445097877
26797,0.18005042385660436,0.6017381962289676
26798,0.3010665078450044,0.2376594112786431
26799,0.3190759494010676,0.3475580478922155
26800,0.07580536407850741,0.871314993600667
26801,0.22447046953463215,0.3363074093740596
26802,0.06109905992445615,0.2243206113096853
26803,0.06729971960591523,0.19430054899585086
26804,0.050580282077188725,0.13852101736941697
26805,0.09030591515071881,0.23013323552991702
26806,0.10102776298670033,0.8903592983369222
26807,0.5136900847826396,0.752249114167959
26808,0.22536553681151503,0.44178643047669736
26809,0.4965584206845199,0.3681438278281337
26810,0.05760816478576347,0.1425287065222413
26811,0.05826503813851384,0.17158956876191306
26812,0.14471119604641536,0.6803007344457311
26813,0.3959098436172716,0.4980651902789497
26814,0.05553429261918244,0.6399323349353628
26815,0.04195505142406594,0.10839882009064508
26816,0.14572858274290207,0.17981533329059665
26817,0.13564596143582736,0.6239924497652213
26818,0.09037648530850916,0.23116089180919516
26819,0.2259140524176489,0.29662014351281174
26820,0.08762090836877738,0.22602210786073082
26821,0.10374218874109882,0.5455421481553826
26822,0.22180932886685004,0.6849918327905135
26823,0.2247711167485589,0.4419536910246808
26824,0.06042223689207737,0.6333606108137327
26825,0.4110344425371505,0.6407700650057359
26826,0.11970842485649676,0.6208161900822837
26827,0.07254563978830307,0.2300151038603912
26828,0.19220364242482277,0.4883503063374287
26829,0.5506591670326942,0.9020707181708064
26830,0.0731057585268986,0.7234277468916336
26831,0.2526535286028909,0.7419524384946016
26832,0.20478493560683525,0.8229375493936014
26833,0.05756344162735218,0.5117375053546327
26834,0.2833284648572402,0.5173414781058202
26835,0.5442748035552997,0.8941544751459103
26836,0.1361335260589289,0.6275101893895231
26837,0.19805595196014172,0.1261759930286519
26838,0.0956771824814292,0.4298157788031711
26839,0.19290605778553988,0.3656854531696926
26840,0.07818994874170705,0.16889634784493734
26841,0.39052304284981426,0.6348915610533699
26842,0.050836287136759147,0.1381806653405643
26843,0.05755598979204963,0.08613594926908259
26844,0.09115583107755341,0.3840473863980768
26845,0.09799251122213916,0.6807848331592171
26846,0.08479968598163086,0.7742050413596857
26847,0.29067782345890003,0.2115142314964877
26848,0.09329964762593201,0.696943744713761
26849,0.3082118303518454,0.5663266780665923
26850,0.5399295822880658,0.7463815875954148
26851,0.042743066040344106,0.08525059574830189
26852,0.05113176689220006,0.13702675836816838
26853,0.39898057248234764,0.47916112890333823
26854,0.05035664683816494,0.13323929351137467
26855,0.5542071078705102,0.8414088534140362
26856,0.11521724607201864,0.12330507759475647
26857,0.3652301439521342,0.3142093940871805
26858,0.13170395566637497,0.4699026049448683
26859,0.07346129426416154,0.1853546191880698
26860,0.1973311703304051,0.20447372154863636
26861,0.057633965367836486,0.13450559632340842
26862,0.08861285833111955,0.3588582544135331
26863,0.18420548367022893,0.410256384017117
26864,0.41152189621046287,0.3643860712961356
26865,0.03050206778606306,0.08223182892328852
26866,0.15623194062111112,0.5913809990893266
26867,0.07902117976193886,0.18077187939286551
26868,0.5824552014321459,0.7536096234942226
26869,0.07945114573211845,0.2507876889388956
26870,0.6169950790920492,0.8325820188850668
26871,0.058938630163439476,0.09305168332908717
26872,0.1759346160754872,0.48521863535444887
26873,0.17479469051956636,0.7854858012104875
26874,0.076454904988463,0.2085674228507721
26875,0.6195223212806195,0.8797712772330666
26876,0.07890296615897434,0.13005710753503139
26877,0.11216767608704536,0.18939288256762632
26878,0.1487076030179628,0.3039212891118425
26879,0.035783984171156115,0.07779409328016891
26880,0.11514797075543884,0.2035502220988631
26881,0.04044002298881663,0.1325921078079162
26882,0.03613001862653798,0.10014297891007984
26883,0.08254279711799242,0.20839713238914698
26884,0.08731018754764587,0.1562971060465786
26885,0.21030037476882946,0.5932641594920135
26886,0.11493622526047655,0.7828859763419368
26887,0.5500730349125812,0.8540367876956039
26888,0.8652225926738456,0.8949644566786126
26889,0.060927354591396844,0.15667597489115648
26890,0.20702031891235873,0.5121135924687609
26891,0.5033945139729383,0.7067195632023481
26892,0.17692205273070113,0.5248264601357557
26893,0.045362957990602144,0.14399805508158944
26894,0.16635758389403799,0.3802464978021449
26895,0.0958079610386672,0.7918929457742712
26896,0.0485365340639567,0.11082611440101621
26897,0.06283958309404537,0.4558463715453034
26898,0.2187509919525044,0.5009673809085766
26899,0.06370397435900688,0.14955608794794953
26900,0.0732829970782223,0.22780525970787077
26901,0.07299708109101391,0.40886909032637264
26902,0.23819793137863204,0.8811070024248824
26903,0.23782742378083152,0.1943259623605128
26904,0.06990482132379845,0.3777765557914393
26905,0.4914873405719097,0.7955584379488826
26906,0.06468930813044077,0.3852077619916056
26907,0.05289868440277461,0.52810847083909
26908,0.11848409841745157,0.7834073285503472
26909,0.18613579961335106,0.21635018788608973
26910,0.19003093795910989,0.3931339571968422
26911,0.066623723910453,0.1630939065526078
26912,0.39146486153312043,0.8861380216862627
26913,0.7078805624919672,0.8183297566457977
26914,0.08427823636659267,0.2205064480420056
26915,0.28593005749394595,0.6200928962793917
26916,0.07389176608137575,0.22422119203523563
26917,0.06632749507867614,0.1289085246546703
26918,0.7180910470273986,0.8913323426691722
26919,0.2503636287268677,0.5367683023128148
26920,0.05855597652896076,0.13705960303001313
26921,0.13133840958772125,0.6922005999935783
26922,0.08345382308473694,0.7920806274806663
26923,0.1192507597598324,0.4294142049956627
26924,0.7231342214058917,0.8785299277655353
26925,0.10648613321337345,0.6511115493507101
26926,0.3637387467026596,0.5313128595384815
26927,0.36756382344859256,0.6700743468720785
26928,0.13476376995857134,0.6321787892416719
26929,0.07230318155935193,0.23026899175379276
26930,0.6496039288812915,0.7912162941693602
26931,0.11113144583573731,0.3109394699884977
26932,0.09843099496006039,0.8713927110595051
26933,0.09305176457185062,0.4945273115699188
26934,0.47957506362003616,0.7285553694208348
26935,0.19285962107322263,0.47416028263530907
26936,0.3471270981079929,0.2621276588478757
26937,0.28387312643943796,0.7372310513080561
26938,0.07999191639365594,0.10139750936841828
26939,0.04132442800367057,0.1235295302736251
26940,0.09712273130808115,0.18045217941149524
26941,0.07523154074083903,0.4151219396633056
26942,0.44937115441508496,0.7202916766228522
26943,0.2642429960155368,0.6685094765346155
26944,0.0713505862859785,0.2018902339781855
26945,0.09486474049730088,0.46628184655226573
26946,0.16431187002309766,0.6931973042140838
26947,0.13266555934268323,0.534372903808731
26948,0.040541420416560614,0.11790862633128658
26949,0.03871316798199001,0.13469326271617257
26950,0.07640121742363448,0.42315451414012184
26951,0.06745114632280512,0.3154104843298748
26952,0.7154915426646284,0.8418553063613591
26953,0.6576088861732081,0.8941973971113849
26954,0.05728613642554856,0.15937140033861835
26955,0.1887323986670904,0.6612072819590934
26956,0.061330116239822485,0.09664580905087886
26957,0.08199451921346577,0.8579214797748144
26958,0.21482549739146037,0.5853892335074705
26959,0.05671576140920228,0.25577979101875575
26960,0.03315962264170206,0.09511901856930674
26961,0.1978786296765673,0.43271673619521117
26962,0.19266286612053604,0.7781376049694066
26963,0.1659871523648123,0.40317493672929755
26964,0.10318850923772284,0.2444258264125191
26965,0.805178022892807,0.9291917388212502
26966,0.07039019584399218,0.159360735426979
26967,0.15023378718789052,0.6267557749602782
26968,0.08957040341568594,0.7793411213874228
26969,0.10230157621295571,0.25588104453259286
26970,0.5284849021643678,0.5712384150350126
26971,0.0749811999939577,0.17856504084424907
26972,0.03352978398196083,0.08803228426383487
26973,0.08127419804011372,0.19330287588744255
26974,0.15411616191101973,0.36688924369748604
26975,0.09235437162199765,0.6379064493461578
26976,0.7451310933781342,0.5626536689452059
26977,0.08493101838836686,0.397679019192843
26978,0.0508599673469384,0.7350739373773488
26979,0.46040273161777134,0.7002735002084327
26980,0.0656721025252402,0.19680898351206053
26981,0.18499821517517911,0.46701805962924076
26982,0.5860695445252463,0.8169390099444953
26983,0.1076973315600044,0.4346654101233904
26984,0.07067539780768002,0.17924329824779903
26985,0.06908452447897381,0.12337111539547505
26986,0.10268901838552502,0.2964211390793728
